location_id,AddressNumber,StreetNamePreDirectional,StreetNamePreType,StreetName,StreetNamePostType,StreetNamePostDirectional,county,address_1,address_2,city,state,zip,state_abbr,location_source_value,latitude,longitude,geometry,Nominatim_address,Primary RUCA Code 2010,rural,tribal,rural_tribal
8860,815,,,Kiley,Parkway,,Washoe County,815 Kiley Parkway,UNIT 204,Sparks,Nevada,89436,NV,"815 KILEY PARKWAY UNIT 204, SPARKS, NV 89436",39.60303299967498,-119.73196299964904,POINT (-119.731962999649 39.60303299967498),"815,  Kiley Parkway , Sparks, Washoe County, Nevada, 89436, United States",1.0,0,0,0
14184,2959,,,Emerson,Avenue,,Clark County,2959 Emerson Ave,,Las Vegas,Nevada,89121,NV,"2959 EMERSON AVE, LAS VEGAS, NV 89121",36.126014000034274,-115.11086500024024,POINT (-115.1108650002402 36.12601400003427),"2959,  Emerson Avenue , Las Vegas, Clark County, Nevada, 89121, United States",1.0,0,0,0
7952,2408,,,Pardee,Place,,Clark County,2408 Pardee Pl,,Las Vegas,Nevada,89104,NV,"2408 PARDEE PL, LAS VEGAS, NV 89104",36.1447410002484,-115.13387399966837,POINT (-115.1338739996684 36.1447410002484),"2408,  Pardee Place , Las Vegas, Clark County, Nevada, 89104, United States",1.0,0,0,0
14401,3110,South,,Durango,Drive,,Clark County,3110 S Durango Dr,STE 204,Las Vegas,Nevada,89117,NV,"3110 S DURANGO DR STE 204, LAS VEGAS, NV 89117",36.13270099990612,-115.27893699973173,POINT (-115.2789369997317 36.13270099990612),"3110,South  Durango Drive , Las Vegas, Clark County, Nevada, 89117, United States",1.0,0,0,0
5563,33,,,Gamay,Lane,,Washoe County,33 Gamay Ln,,Reno,Nevada,89512,NV,"33 GAMAY LN, RENO, NV 89512",39.5620870003248,-119.79958899978928,POINT (-119.7995889997893 39.5620870003248),"33,  Gamay Lane , Reno, Washoe County, Nevada, 89512, United States",1.0,0,0,0
28751,1550,West,,Craig,Ranch,,Clark County,1550 W Craig Ranch,,Las Vegas,Nevada,89032,NV,"1550 W CRAIG RANCH, LAS VEGAS, NV 89032",36.24026317,-115.1627144,POINT (-115.1627144 36.24026317),"1550,West  Craig Ranch , Las Vegas, Clark County, Nevada, 89032, United States",1.0,0,0,0
8372,119,,,Capriati,Avenue,,Clark County,119 Capriati Ave,,Las Vegas,Nevada,89183,NV,"119 CAPRIATI AVE, LAS VEGAS, NV 89183",35.9806329997665,-115.16730999972076,POINT (-115.1673099997208 35.9806329997665),"119,  Capriati Avenue , Las Vegas, Clark County, Nevada, 89183, United States",1.0,0,0,0
8341,1726,,,Sierra Valley,Way,,Clark County,1726 Sierra Valley Way,,Las Vegas,Nevada,89128,NV,"1726 SIERRA VALLEY WAY, LAS VEGAS, NV 89128",36.191227999829295,-115.25255399996168,POINT (-115.2525539999617 36.19122799982929),"1726,  Sierra Valley Way , Las Vegas, Clark County, Nevada, 89128, United States",1.0,0,0,0
23933,42,,,Fire House,Lane,,Dutchess County,42 Fire House Lane,,Red Hook,New York,12571,NY,"42 Fire House Lane, Red Hook, NY 12571",41.9892184076609,-73.87667818632283,POINT (-73.87667818632283 41.9892184076609),"42,  Fire House Lane , Red Hook, Dutchess County, New York, 12571, United States",7.0,1,0,0
16894,1275,,,York,Avenue,,New York County,1275 York Ave,,New York,New York,10065,NY,"1275 YORK AVE, NEW YORK, NY 10065",40.76476642600006,-73.95572856599996,POINT (-73.95572856599996 40.76476642600006),"1275,  York Avenue , New York, New York County, New York, 10065, United States",1.0,0,0,0
19461,473,,,Broadway,,,Saratoga County,473 Broadway,,Saratoga Springs,New York,12866,NY,"473 Broadway, Saratoga Springs, New York 12866",43.083003,-73.784895,POINT (-73.78489500000001 43.083003),"473,  Broadway  , Saratoga Springs, Saratoga County, New York, 12866, United States",1.0,0,0,0
207,111,,,04 223,Street,,Queens County,111 04 223 St,,Queens Village,New York,11429,NY,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.70593400015751,-73.73395299968409,POINT (-73.73395299968409 40.70593400015751),"111,  04 223 Street , Queens Village, Queens County, New York, 11429, United States",1.0,0,0,0
23980,22,West,,Main,Street,,Chenango County,22 West Main Street,,Bainbridge,New York,13733,NY,"22 West Main Street, Bainbridge, NY 13733",42.29390368570152,-75.48051169048028,POINT (-75.48051169048028 42.29390368570152),"22,West  Main Street , Bainbridge, Chenango County, New York, 13733, United States",2.0,0,0,0
32993,19,,,J F King,Drive,,Saratoga County,19 J F King Dr,,Saratoga Springs,New York,12866,NY,"19 J F King Dr, Saratoga Springs, NY 12866",43.07928899970317,-73.82141700019845,POINT (-73.82141700019845 43.07928899970317),"19,  J F King Drive , Saratoga Springs, Saratoga County, New York, 12866, United States",1.0,0,0,0
16705,124,,,Raymond,Avenue,,Dutchess County,124 Raymond Ave,,Poughkeepsie,New York,12604,NY,"124 RAYMOND AVE, POUGHKEEPSIE, NY 12604",41.68599707600004,-73.89758064899996,POINT (-73.89758064899996 41.68599707600004),"124,  Raymond Avenue , Poughkeepsie, Dutchess County, New York, 12604, United States",1.0,0,0,0
43398,8,,,Regina,Drive,,Albany County,8 Regina Dr,,Schenectady,New York,12303,NY,"8 REGINA DR, SCHENECTADY, NY 12303",42.72476507085583,-73.94665548360014,POINT (-73.94665548360014 42.72476507085583),"8,  Regina Drive , Schenectady, Albany County, New York, 12303, United States",1.0,0,0,0
43365,112,,,Schermerhorn,Street,,Kings County,112 Schermerhorn St,,Brooklyn,New York,11201,NY,"112 SCHERMERHORN ST, BROOKLYN, NY 11201",40.6900018340264,-73.98922613826475,POINT (-73.98922613826475 40.6900018340264),"112,  Schermerhorn Street , Brooklyn, Kings County, New York, 11201, United States",1.0,0,0,0
24009,9199,,,Main,Street,,Madison County,9199 Main Street,,North Brookfield,New York,13418,NY,"9199 Main Street, North Brookfield, NY 13418",42.850727427214,-75.38925537653554,POINT (-75.38925537653554 42.850727427214),"9199,  Main Street , North Brookfield, Madison County, New York, 13418, United States",2.0,0,0,0
2888,543,,,Bedford,Avenue,,Kings County,543 Bedford Ave,,Brooklyn,New York,11211,NY,"543 BEDFORD AVE, BROOKLYN, NY 11211",40.70490300027556,-73.96192099988926,POINT (-73.96192099988926 40.70490300027556),"543,  Bedford Avenue , Brooklyn, Kings County, New York, 11211, United States",1.0,0,0,0
25299,1400,,,Marion Agosta,Road,,Marion County,1400 Marion Agosta Road,,Marion,Ohio,43302,OH,"1400 Marion Agosta Road, Marion, OH 43302",40.58644185607913,-83.16503363721282,POINT (-83.16503363721282 40.58644185607913),"1400,  Marion Agosta Road , Marion, Marion County, Ohio, 43302, United States",4.0,1,0,0
24657,1775,,,Morman,Road,,Butler County,1775 Morman Road,,Hamilton,Ohio,45013,OH,"1775 Morman Road, Hamilton, OH 45013",39.43401594197478,-84.64707615756873,POINT (-84.64707615756873 39.43401594197478),"1775,  Morman Road , Hamilton, Butler County, Ohio, 45013, United States",1.0,0,0,0
31004,5138,North,,Summit,Street,,Lucas County,5138 N Summit St,,Toledo,Ohio,43611,OH,"5138 N Summit St, Toledo, OH 43611",41.715412999788064,-83.47891400039997,POINT (-83.47891400039997 41.71541299978806),"5138,North  Summit Street , Toledo, Lucas County, Ohio, 43611, United States",1.0,0,0,0
24868,3042,,,Grove,Avenue,,Lorain County,3042 Grove Avenue,,Lorain,Ohio,44055,OH,"3042 Grove Avenue, Lorain, OH 44055",41.44283024617129,-82.12072480799006,POINT (-82.12072480799006 41.44283024617129),"3042,  Grove Avenue , Lorain, Lorain County, Ohio, 44055, United States",1.0,0,0,0
25674,7484,,State Highway,141,,,Lawrence County,7484 State Highway 141,,Kitts Hill,Ohio,45645,OH,"7484 State Highway 141, Kitts Hill, OH 45645",38.56124907606558,-82.57721207394752,POINT (-82.57721207394752 38.56124907606558),"7484, State Highway 141  , Kitts Hill, Lawrence County, Ohio, 45645, United States",2.0,0,0,0
36126,2020,,,Auburn,Avenue,,Hamilton County,2020 Auburn Ave,,Cincinnati,Ohio,45219,OH,"2020 AUBURN AVE, CINCINNATI, OH 45219",39.11902895799759,-84.50682591868686,POINT (-84.50682591868686 39.11902895799759),"2020,  Auburn Avenue , Cincinnati, Hamilton County, Ohio, 45219, United States",1.0,0,0,0
25549,118,East,,Jackson,Street,,Holmes County,118 East Jackson Street,,Holmesville,Ohio,44633,OH,"118 East Jackson Street, Holmesville, OH 44633",40.63053475523812,-81.922072850975,POINT (-81.922072850975 40.63053475523812),"118,East  Jackson Street , Holmesville, Holmes County, Ohio, 44633, United States",10.0,1,0,0
36059,1860,,,East,Pike,,Muskingum County,1860 East Pike,,Zanesville,Ohio,43701,OH,"1860 EAST PIKE, ZANESVILLE, OH 43701",39.9423525839984,-81.97782602927553,POINT (-81.97782602927553 39.9423525839984),"1860,  East Pike , Zanesville, Muskingum County, Ohio, 43701, United States",4.0,1,0,0
36182,28,North,,4th,Street,,Muskingum County,28 N 4Th St,,Zanesville,Ohio,43701,OH,"28 N 4TH ST, ZANESVILLE, OH 43701",39.94089651435339,-82.00710181843876,POINT (-82.00710181843876 39.94089651435339),"28,North  4th Street , Zanesville, Muskingum County, Ohio, 43701, United States",4.0,1,0,0
29376,7630,,,Southern,Boulevard,,Mahoning County,7630 Southern Boulevard,,Youngstown,Ohio,44512,OH,"7630 SOUTHERN BOULEVARD, YOUNGSTOWN, OH 44512",41.01547566,-80.65561768,POINT (-80.65561768000001 41.01547566),"7630,  Southern Boulevard , Youngstown, Mahoning County, Ohio, 44512, United States",1.0,0,0,0
24786,735,,,Eastwood,Avenue,,Summit County,735 Eastwood Avenue,,Tallmadge,Ohio,44278,OH,"735 Eastwood Avenue, Tallmadge, OH 44278",41.08400180054606,-81.41626241743141,POINT (-81.41626241743141 41.08400180054606),"735,  Eastwood Avenue , Tallmadge, Summit County, Ohio, 44278, United States",1.0,0,0,0
35698,819,,,Failing,Drive,,Garfield County,819 Failing Dr,,Enid,Oklahoma,73701,OK,"819 FAILING DR, ENID, OK 73701",36.37084133510111,-97.8878902071848,POINT (-97.8878902071848 36.37084133510111),"819,  Failing Drive , Enid, Garfield County, Oklahoma, 73701, United States",4.0,1,1,1
29500,1800,South,,Renaissance,Boulevard,,Oklahoma County,1800 South Renaissance Boulevard,,Edmond,Oklahoma,73013,OK,"1800 SOUTH RENAISSANCE BOULEVARD, EDMOND, OK 73013",35.63507163,-97.4997710499999,POINT (-97.49977104999989 35.63507163),"1800,South  Renaissance Boulevard , Edmond, Oklahoma County, Oklahoma, 73013, United States",1.0,0,0,0
35869,102,West,,C,Avenue,,Jefferson County,102 W C Ave,,Waurika,Oklahoma,73573,OK,"102 W C AVE, WAURIKA, OK 73573",34.16629169136899,-98.002015770971,POINT (-98.002015770971 34.16629169136899),"102,West  C Avenue , Waurika, Jefferson County, Oklahoma, 73573, United States",10.0,1,1,1
30587,3502,,,Chandler,Road,,Muskogee County,3502 Chandler Rd,,Muskogee,Oklahoma,74403,OK,"3502 Chandler Rd, Muskogee, OK 74403",35.74093999984438,-95.32446800000268,POINT (-95.32446800000268 35.74093999984438),"3502,  Chandler Road , Muskogee, Muskogee County, Oklahoma, 74403, United States",4.0,1,1,1
34477,210,West,,Delaware,Avenue,,Craig County,210 W Delaware Ave,,Vinita,Oklahoma,74301,OK,"210 W DELAWARE AVE, VINITA, OK 74301",36.6366542953971,-95.15787109790811,POINT (-95.15787109790811 36.6366542953971),"210,West  Delaware Avenue , Vinita, Craig County, Oklahoma, 74301, United States",7.0,1,1,1
29449,1900,,,Gordon Cooper,Drive,,Pottawatomie County,1900 Gordon Cooper Drive,2ND FLOOR,Shawnee,Oklahoma,74801,OK,"1900 GORDON COOPER DRIVE, 2ND FLOOR, SHAWNEE, OK 74801",35.2972616100001,-96.92709569,POINT (-96.92709569 35.2972616100001),"1900,  Gordon Cooper Drive , Shawnee, Pottawatomie County, Oklahoma, 74801, United States",4.0,1,1,1
33636,203,South,,Jones,Avenue,,Cleveland County,203 S Jones Ave,,Norman,Oklahoma,73069,OK,"203 S JONES AVE, NORMAN, OK 73069",35.219860714059195,-97.44182415568088,POINT (-97.44182415568088 35.21986071405919),"203,South  Jones Avenue , Norman, Cleveland County, Oklahoma, 73069, United States",1.0,0,0,0
19928,119,North,,Broadway,,,Texas County,119 North Broadway,,Hooker,Oklahoma,73945,OK,"119 North Broadway, Hooker, Oklahoma 73945",36.75605023,-101.07629322,POINT (-101.07629322 36.75605023),"119,North  Broadway  , Hooker, Texas County, Oklahoma, 73945, United States",10.0,1,0,0
42178,1540,,,Davis,Street,,Woods County,1540 Davis Street,,Alva,Oklahoma,73717,OK,"1540 DAVIS STREET, ALVA, OK 73717",36.79066981799298,-98.66783776883466,POINT (-98.66783776883466 36.79066981799298),"1540,  Davis Street , Alva, Woods County, Oklahoma, 73717, United States",7.0,1,1,1
33524,5905,North,,Classen,Court,,Oklahoma County,5905 N Classen Court,,Oklahoma City,Oklahoma,73118,OK,"5905 N CLASSEN COURT, OKLAHOMA CITY, OK 73118",35.531667438620445,-97.52786535507111,POINT (-97.52786535507111 35.53166743862045),"5905,North  Classen Court , Oklahoma City, Oklahoma County, Oklahoma, 73118, United States",1.0,0,0,0
17399,3921,,,34th,Street,,Woodward County,3921 34Th St,,Woodward,Oklahoma,73801,OK,"3921 34TH ST, WOODWARD, OK 73801",36.40621018400002,-99.42730391899993,POINT (-99.42730391899993 36.40621018400002),"3921,  34th Street , Woodward, Woodward County, Oklahoma, 73801, United States",4.0,1,1,1
14476,1505,Northeast,,6th,Drive,,Lincoln County,1505 Ne 6Th Dr,,Lincoln City,Oregon,97367,OR,"1505 NE 6TH DR, LINCOLN CITY, OR 97367",44.97181499991107,-124.01146499974966,POINT (-124.0114649997497 44.97181499991107),"1505,Northeast  6th Drive , Lincoln City, Lincoln County, Oregon, 97367, United States",4.0,1,0,0
15541,580,,,F,Street,,Linn County,580 F St,,Lebanon,Oregon,97355,OR,"580 F ST, LEBANON, OR 97355",44.53112200020932,-122.91574100001888,POINT (-122.9157410000189 44.53112200020932),"580,  F Street , Lebanon, Linn County, Oregon, 97355, United States",4.0,1,0,0
15433,2204,,,D,Street,,Washington County,2204 D St,,Forest Grove,Oregon,97116,OR,"2204 D ST, FOREST GROVE, OR 97116",45.5225010000436,-123.11963899971556,POINT (-123.1196389997156 45.5225010000436),"2204,  D Street , Forest Grove, Washington County, Oregon, 97116, United States",1.0,0,0,0
14959,366,Southeast,,5th,Avenue,,Washington County,366 Se 5Th Ave,,Hillsboro,Oregon,97123,OR,"366 SE 5TH AVE, HILLSBORO, OR 97123",45.51894700026605,-122.98261099957558,POINT (-122.9826109995756 45.51894700026605),"366,Southeast  5th Avenue , Hillsboro, Washington County, Oregon, 97123, United States",1.0,0,0,0
15469,450,Northeast,,78th,Avenue,,Multnomah County,450 Ne 78Th Ave,,Portland,Oregon,97213,OR,"450 NE 78TH AVE, PORTLAND, OR 97213",45.52605900012644,-122.5834509999802,POINT (-122.5834509999802 45.52605900012644),"450,Northeast  78th Avenue , Portland, Multnomah County, Oregon, 97213, United States",1.0,0,0,0
14821,37215,South,,Nowlens Bridge,Road,,Clackamas County,37215 S Nowlens Bridge Rd,,Molalla,Oregon,97038,OR,"37215 S NOWLENS BRIDGE RD, MOLALLA, OR 97038",45.06835499980652,-122.68455300035588,POINT (-122.6845530003559 45.06835499980652),"37215,South  Nowlens Bridge Road , Molalla, Clackamas County, Oregon, 97038, United States",3.0,0,0,0
15233,818,,,P,Avenue,East,Linn County,818 P Ave E,,Mbmy,Oregon,97321,OR,"818 P AVE E, MBMY, OR 97321",44.63076200017365,-123.10844000041077,POINT (-123.1084400004108 44.63076200017365),"818,  P Avenue East, Mbmy, Linn County, Oregon, 97321, United States",1.0,0,0,0
18386,5511,Southeast,,Hawthorne,Boulevard,,Multnomah County,5511 Se Hawthorne Blvd,,Portland,Oregon,97215,OR,"5511 SE HAWTHORNE BLVD, PORTLAND, OR 97215",45.51234445300003,-122.60583147199996,POINT (-122.605831472 45.51234445300003),"5511,Southeast  Hawthorne Boulevard , Portland, Multnomah County, Oregon, 97215, United States",1.0,0,0,0
14669,11560,Southeast,,Market,Street,,Multnomah County,11560 Se Market St,,Portland,Oregon,97216,OR,"11560 SE MARKET ST, PORTLAND, OR 97216",45.5115279998664,-122.5443619997612,POINT (-122.5443619997612 45.5115279998664),"11560,Southeast  Market Street , Portland, Multnomah County, Oregon, 97216, United States",1.0,0,0,0
14518,38029,,,Wheeler,Road,,Lane County,38029 Wheeler Rd,,Dexter,Oregon,97431,OR,"38029 WHEELER RD, DEXTER, OR 97431",43.940446000296006,-122.85485900036451,POINT (-122.8548590003645 43.94044600029601),"38029,  Wheeler Road , Dexter, Lane County, Oregon, 97431, United States",2.0,0,0,0
15067,10400,Southeast,,Cook,Court,,Clackamas County,10400 Se Cook Ct,UNIT 70,Milwaukie,Oregon,97222,OR,"10400 SE COOK CT UNIT 70, MILWAUKIE, OR 97222",45.44750800013499,-122.58812099978252,POINT (-122.5881209997825 45.44750800013499),"10400,Southeast  Cook Court , Milwaukie, Clackamas County, Oregon, 97222, United States",1.0,0,0,0
32108,1444,East,,Lackawanna,Street,,Lackawanna County,1444 E Lackawanna St,,Olyphant,Pennsylvania,18447,PA,"1444 E Lackawanna St, Olyphant, PA 18447",41.45602000020685,-75.58406799960326,POINT (-75.58406799960326 41.45602000020685),"1444,East  Lackawanna Street , Olyphant, Lackawanna County, Pennsylvania, 18447, United States",1.0,0,0,0
16575,1031,,,Edgecomb,Avenue,,York County,1031 Edgecomb Avenue,,York,Pennsylvania,17403,PA,"1031 EDGECOMB AVENUE, YORK, PA 17403",39.95232722200007,-76.70283514699996,POINT (-76.70283514699996 39.95232722200007),"1031,  Edgecomb Avenue , York, York County, Pennsylvania, 17403, United States",1.0,0,0,0
34671,300,,,Church,Street,,Huntingdon County,300 Church Street,,Huntingdon,Pennsylvania,16652,PA,"300 CHURCH STREET, HUNTINGDON, PA 16652",40.485424100888594,-78.0080441359563,POINT (-78.0080441359563 40.48542410088859),"300,  Church Street , Huntingdon, Huntingdon County, Pennsylvania, 16652, United States",4.0,1,0,0
30410,115,East,,Mcmurray,Road,,Washington County,115 E Mcmurray Rd,,Mcmurray,Pennsylvania,15317,PA,"115 E McMurray Rd, McMurray, PA 15317",40.27259900016672,-80.12502800038818,POINT (-80.12502800038818 40.27259900016672),"115,East  Mcmurray Road , Mcmurray, Washington County, Pennsylvania, 15317, United States",1.0,0,0,0
16210,1858,West,,Grandview,Boulevard,,Erie County,1858 W Grandview Blvd,,Erie,Pennsylvania,16509,PA,"1858 W GRANDVIEW BLVD, ERIE, PA 16509",42.08069937300006,-80.10596922699995,POINT (-80.10596922699995 42.08069937300006),"1858,West  Grandview Boulevard , Erie, Erie County, Pennsylvania, 16509, United States",1.0,0,0,0
18713,1920,,,Spruce,Street,,Philadelphia County,1920 Spruce St,,Philadelphia,Pennsylvania,19103,PA,"1920 SPRUCE ST, PHILADELPHIA, PA 19103",39.94786311900004,-75.17368297199992,POINT (-75.17368297199992 39.94786311900004),"1920,  Spruce Street , Philadelphia, Philadelphia County, Pennsylvania, 19103, United States",1.0,0,0,0
30193,1253,,,University,Drive,,Fayette County,1253 University Dr,Ste 100,Dunbar,Pennsylvania,15431,PA,"1253 University Dr Ste 100, Dunbar, PA 15431",39.99212499968201,-79.62445599989744,POINT (-79.62445599989744 39.99212499968201),"1253,  University Drive , Dunbar, Fayette County, Pennsylvania, 15431, United States",1.0,0,0,0
43284,6900,,,Summerdale,Avenue,,Philadelphia County,6900 Summerdale Ave,,Philadelphia,Pennsylvania,19111,PA,"6900 SUMMERDALE AVE, PHILADELPHIA, PA 19111",40.04908774521241,-75.07694082360102,POINT (-75.07694082360102 40.04908774521241),"6900,  Summerdale Avenue , Philadelphia, Philadelphia County, Pennsylvania, 19111, United States",1.0,0,0,0
16326,450,,,Washington,Street,,Schuylkill County,450 Washington St,,Pottsville,Pennsylvania,17901,PA,"450 WASHINGTON ST, POTTSVILLE, PA 17901",40.68404910800008,-76.18895495799995,POINT (-76.18895495799995 40.68404910800008),"450,  Washington Street , Pottsville, Schuylkill County, Pennsylvania, 17901, United States",4.0,1,0,0
33672,650,,,Ferry,Street,,Northampton County,650 Ferry St,,Easton,Pennsylvania,18042,PA,"650 FERRY ST, EASTON, PA 18042",40.68900204183698,-75.21596407808921,POINT (-75.21596407808921 40.68900204183698),"650,  Ferry Street , Easton, Northampton County, Pennsylvania, 18042, United States",1.0,0,0,0
29898,100,,,Sara,Way,,Westmoreland County,100 Sara Way,,Rostraver Township,Pennsylvania,15012,PA,"100 SARA WAY, Rostraver Township, PA 15012",40.13766299998377,-79.84599900035725,POINT (-79.84599900035725 40.13766299998377),"100,  Sara Way , Rostraver Township, Westmoreland County, Pennsylvania, 15012, United States",1.0,0,0,0
2114,323,,,Hopkins Hollw,Road,,Kent County,323 Hopkins Hollw Rd,,Coventry,Rhode Island,2827,RI,"323 HOPKINS HOLLW RD, COVENTRY, RI 02827",41.68713600011872,-71.75170700010632,POINT (-71.75170700010632 41.68713600011872),"323,  Hopkins Hollw Road , Coventry, Kent County, Rhode Island, 2827, United States",2.0,0,0,0
2034,10,,,Troy,Street,,Providence County,10 Troy St,,Providence,Rhode Island,2909,RI,"10 TROY ST, PROVIDENCE, RI 02909",41.81626899982832,-71.44130800031063,POINT (-71.44130800031063 41.81626899982832),"10,  Troy Street , Providence, Providence County, Rhode Island, 2909, United States",1.0,0,0,0
2141,185,,,Hedly,Street,,Newport County,185 Hedly St,,Portsmouth,Rhode Island,2871,RI,"185 HEDLY ST, PORTSMOUTH, RI 02871",41.59258799978848,-71.259794999703,POINT (-71.259794999703 41.59258799978848),"185,  Hedly Street , Portsmouth, Newport County, Rhode Island, 2871, United States",1.0,0,0,0
2162,60,North,,Main,Street,,Providence County,60 N Main St,,Woonsocket,Rhode Island,2895,RI,"60 N MAIN ST, WOONSOCKET, RI 02895",42.00658299975535,-71.51314999979346,POINT (-71.51314999979346 42.00658299975535),"60,North  Main Street , Woonsocket, Providence County, Rhode Island, 2895, United States",1.0,0,0,0
18141,325,,,Public,Street,,Providence County,325 Public Street,,Providence,Rhode Island,2905,RI,"325 PUBLIC STREET, PROVIDENCE, RI 02905",41.80644000000007,-71.41284799999994,POINT (-71.41284799999994 41.80644000000007),"325,  Public Street , Providence, Providence County, Rhode Island, 2905, United States",1.0,0,0,0
2106,1613,,,Main,Street,,Kent County,1613 Main St,,West Warwick,Rhode Island,2893,RI,"1613 MAIN ST, WEST WARWICK, RI 02893",41.68850499985336,-71.52224099987609,POINT (-71.52224099987609 41.68850499985336),"1613,  Main Street , West Warwick, Kent County, Rhode Island, 2893, United States",1.0,0,0,0
2063,5074,,,Tower Hill,Road,,Washington County,5074 Tower Hill Rd,,Wakefield,Rhode Island,2879,RI,"5074 TOWER HILL RD, WAKEFIELD, RI 02879",41.44368999973207,-71.47805800043052,POINT (-71.47805800043052 41.44368999973207),"5074,  Tower Hill Road , Wakefield, Washington County, Rhode Island, 2879, United States",1.0,0,0,0
2118,130,,,Roger Williams,Avenue,,Providence County,130 Roger Williams Ave,,Rumford,Rhode Island,2916,RI,"130 ROGER WILLIAMS AVE, RUMFORD, RI 02916",41.84063100019741,-71.36597699995981,POINT (-71.36597699995981 41.84063100019741),"130,  Roger Williams Avenue , Rumford, Providence County, Rhode Island, 2916, United States",1.0,0,0,0
2111,50,,,Parkwood,Drive,,Washington County,50 Parkwood Dr,,Kingston,Rhode Island,2881,RI,"50 PARKWOOD DR, KINGSTON, RI 02881",41.475221000248375,-71.52642699997975,POINT (-71.52642699997975 41.47522100024837),"50,  Parkwood Drive , Kingston, Washington County, Rhode Island, 2881, United States",1.0,0,0,0
2229,72,,,Central,Street,,Washington County,72 Central St,,Narragansett,Rhode Island,2882,RI,"72 CENTRAL ST, NARRAGANSETT, RI 02882",41.42906299973292,-71.46048800001044,POINT (-71.46048800001044 41.42906299973292),"72,  Central Street , Narragansett, Washington County, Rhode Island, 2882, United States",1.0,0,0,0
2171,540,,,Manton,Avenue,,Providence County,540 Manton Ave,,Providence,Rhode Island,2909,RI,"540 MANTON AVE, PROVIDENCE, RI 02909",41.8260929997554,-71.45892600041128,POINT (-71.45892600041128 41.8260929997554),"540,  Manton Avenue , Providence, Providence County, Rhode Island, 2909, United States",1.0,0,0,0
34699,361,,,Wire,Road,,Aiken County,361 Wire Rd,,Aiken,South Carolina,29801,SC,"361 WIRE RD, AIKEN, SC 29801",33.58876747066483,-81.68071168884181,POINT (-81.68071168884181 33.58876747066483),"361,  Wire Road , Aiken, Aiken County, South Carolina, 29801, United States",1.0,0,0,0
34470,170,,,Law Enforcement,Court,,Allendale County,170 Law Enforcement Court,,Allendale,South Carolina,29827,SC,"170 LAW ENFORCEMENT COURT, ALLENDALE, SC 29827",32.9895593930412,-81.28608371819931,POINT (-81.28608371819931 32.9895593930412),"170,  Law Enforcement Court , Allendale, Allendale County, South Carolina, 29827, United States",3.0,0,0,0
43951,1261,,,Hollywood,Road,,Saluda County,1261 Hollywood Road,,Saluda,South Carolina,29138,SC,"1261 HOLLYWOOD ROAD, SALUDA, SC 29138",34.08722436019368,-81.66818278555525,POINT (-81.66818278555525 34.08722436019368),"1261,  Hollywood Road , Saluda, Saluda County, South Carolina, 29138, United States",6.0,1,0,0
41747,2095,,,Seven Sticks,Drive,,Berkeley County,2095 Seven Sticks Drive,,Wando,South Carolina,29492,SC,"2095 SEVEN STICKS DRIVE, WANDO, SC 29492",32.917079489149735,-79.85096179794161,POINT (-79.85096179794161 32.91707948914974),"2095,  Seven Sticks Drive , Wando, Berkeley County, South Carolina, 29492, United States",1.0,0,0,0
41741,324,,,Gnarly Oak,Lane,,Dorchester County,324 Gnarly Oak Lane,,Summerville,South Carolina,29485,SC,"324 GNARLY OAK LANE, SUMMERVILLE, SC 29485",32.951827388226214,-80.26594032300319,POINT (-80.26594032300319 32.95182738822621),"324,  Gnarly Oak Lane , Summerville, Dorchester County, South Carolina, 29485, United States",1.0,0,0,0
33418,3841,,,Leeds,Avenue,,Charleston County,3841 Leeds Ave,,North Charleston,South Carolina,29405,SC,"3841 LEEDS AVE, NORTH CHARLESTON, SC 29405",32.84593285171436,-80.01370684393729,POINT (-80.01370684393729 32.84593285171436),"3841,  Leeds Avenue , North Charleston, Charleston County, South Carolina, 29405, United States",1.0,0,0,0
34093,2349,,,Rogers,Road,,Darlington County,2349 Rogers Rd,,Darlington,South Carolina,29532,SC,"2349 ROGERS RD, DARLINGTON, SC 29532",34.29931628895612,-79.92366693602749,POINT (-79.92366693602749 34.29931628895612),"2349,  Rogers Road , Darlington, Darlington County, South Carolina, 29532, United States",2.0,0,0,0
33732,4350,,,Headquarters,Road,,Charleston County,4350 Headquarters Rd,,Charleston,South Carolina,29405,SC,"4350 HEADQUARTERS RD, CHARLESTON, SC 29405",32.85182120612056,-80.00700913759849,POINT (-80.00700913759849 32.85182120612056),"4350,  Headquarters Road , Charleston, Charleston County, South Carolina, 29405, United States",1.0,0,0,0
30085,1720,North,,Main,Street,,Anderson County,1720 N Main St,,Anderson,South Carolina,29621,SC,"1720 N Main St, Anderson, SC 29621",34.51960500023183,-82.65509600009753,POINT (-82.65509600009753 34.51960500023183),"1720,North  Main Street , Anderson, Anderson County, South Carolina, 29621, United States",1.0,0,0,0
30499,1001,,,Jefferson,Avenue,,Berkeley County,1001 Jefferson Avenue Ext,,Goose Creek,South Carolina,29445,SC,"1001 Jefferson Avenue Ext, Goose Creek, SC 29445",32.97585699979291,-79.99985200020438,POINT (-79.99985200020438 32.97585699979291),"1001,  Jefferson Avenue , Goose Creek, Berkeley County, South Carolina, 29445, United States",1.0,0,0,0
